,wave,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,museums,tvsports,exercise,dining,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,shopping,music,yoga,expected_happy_with_sd_people,expected_num_matches,id_
3990,11.0,female,25.0,European/Caucasian-American,10.0,10.0,Social Work,25.0,20.0,25.0,25.0,5.0,0.0,9.0,10.0,10.0,9.0,10.0,6.0,9.0,7.0,10.0,10.0,8.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,2.0,"11.0, female, 25.0, European/Caucasian-American, 10.0, 10.0, Social Work, 25.0, 20.0, 25.0, 25.0, 5.0, 0.0, 9.0, 10.0, 10.0, 9.0, 10.0, 6.0, 9.0, 7.0, 10.0, 10.0, 8.0, 7.0, 6.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 8.0, 8.0, 2.0"
4011,11.0,male,29.0,European/Caucasian-American,8.0,4.0,chemistry,30.0,25.0,18.0,18.0,4.0,5.0,7.0,10.0,5.0,7.0,7.0,6.0,7.0,1.0,5.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,3.0,8.0,2.0,5.0,2.0,"11.0, male, 29.0, European/Caucasian-American, 8.0, 4.0, chemistry, 30.0, 25.0, 18.0, 18.0, 4.0, 5.0, 7.0, 10.0, 5.0, 7.0, 7.0, 6.0, 7.0, 1.0, 5.0, 7.0, 4.0, 8.0, 1.0, 3.0, 2.0, 5.0, 7.0, 8.0, 8.0, 3.0, 8.0, 2.0, 5.0, 2.0"
4032,11.0,male,24.0,Latino/Hispanic American,3.0,3.0,Sociology,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,3.0,6.0,3.0,4.0,7.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,8.0,10.0,7.0,6.0,4.0,"11.0, male, 24.0, Latino/Hispanic American, 3.0, 3.0, Sociology, 30.0, 10.0, 20.0, 20.0, 10.0, 10.0, 7.0, 7.0, 10.0, 9.0, 9.0, 3.0, 6.0, 3.0, 4.0, 7.0, 5.0, 4.0, 5.0, 1.0, 10.0, 7.0, 6.0, 8.0, 9.0, 8.0, 10.0, 7.0, 6.0, 4.0"
4053,11.0,male,21.0,European/Caucasian-American,1.0,1.0,Operations Research,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,9.0,7.0,1.0,10.0,6.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,5.0,9.0,9.0,6.0,8.0,"11.0, male, 21.0, European/Caucasian-American, 1.0, 1.0, Operations Research, 25.0, 10.0, 25.0, 5.0, 10.0, 25.0, 10.0, 7.0, 6.0, 10.0, 10.0, 9.0, 7.0, 1.0, 10.0, 6.0, 7.0, 4.0, 6.0, 5.0, 10.0, 1.0, 9.0, 7.0, 7.0, 5.0, 9.0, 9.0, 6.0, 8.0"
4074,11.0,male,26.0,European/Caucasian-American,7.0,3.0,Molecular Biology,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,6.0,8.0,2.0,8.0,9.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,2.0,7.0,2.0,4.0,9.0,"11.0, male, 26.0, European/Caucasian-American, 7.0, 3.0, Molecular Biology, 24.0, 16.0, 28.0, 14.0, 8.0, 10.0, 7.0, 6.0, 7.0, 10.0, 8.0, 6.0, 8.0, 2.0, 8.0, 9.0, 9.0, 2.0, 3.0, 6.0, 9.0, 1.0, 4.0, 7.0, 6.0, 2.0, 7.0, 2.0, 4.0, 9.0"
4095,11.0,male,25.0,European/Caucasian-American,1.0,1.0,Genetics & Development,60.0,20.0,0.0,20.0,0.0,0.0,4.0,8.0,8.0,8.0,5.0,10.0,8.0,6.0,10.0,5.0,8.0,10.0,5.0,3.0,8.0,2.0,7.0,8.0,6.0,1.0,6.0,2.0,5.0,2.0,"11.0, male, 25.0, European/Caucasian-American, 1.0, 1.0, Genetics & Development, 60.0, 20.0, 0.0, 20.0, 0.0, 0.0, 4.0, 8.0, 8.0, 8.0, 5.0, 10.0, 8.0, 6.0, 10.0, 5.0, 8.0, 10.0, 5.0, 3.0, 8.0, 2.0, 7.0, 8.0, 6.0, 1.0, 6.0, 2.0, 5.0, 2.0"
4116,11.0,male,32.0,European/Caucasian-American,1.0,1.0,medical informatics,25.0,15.0,20.0,25.0,10.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,1.0,5.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,7.0,9.0,9.0,5.0,9.0,1.0,8.0,3.0,"11.0, male, 32.0, European/Caucasian-American, 1.0, 1.0, medical informatics, 25.0, 15.0, 20.0, 25.0, 10.0, 5.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 1.0, 5.0, 9.0, 9.0, 9.0, 5.0, 8.0, 9.0, 5.0, 7.0, 9.0, 9.0, 5.0, 9.0, 1.0, 8.0, 3.0"
4137,11.0,male,25.0,European/Caucasian-American,7.0,1.0,Biology,27.0,15.0,28.0,10.0,10.0,10.0,8.0,9.0,6.0,10.0,7.0,7.0,2.0,1.0,6.0,5.0,3.0,5.0,3.0,4.0,9.0,6.0,3.0,8.0,1.0,1.0,2.0,1.0,7.0,4.0,"11.0, male, 25.0, European/Caucasian-American, 7.0, 1.0, Biology, 27.0, 15.0, 28.0, 10.0, 10.0, 10.0, 8.0, 9.0, 6.0, 10.0, 7.0, 7.0, 2.0, 1.0, 6.0, 5.0, 3.0, 5.0, 3.0, 4.0, 9.0, 6.0, 3.0, 8.0, 1.0, 1.0, 2.0, 1.0, 7.0, 4.0"
4158,11.0,male,25.0,European/Caucasian-American,2.0,1.0,Biology,25.0,20.0,30.0,15.0,5.0,5.0,5.0,9.0,5.0,8.0,6.0,8.0,6.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,10.0,2.0,7.0,10.0,7.0,2.0,8.0,2.0,5.0,1.0,"11.0, male, 25.0, European/Caucasian-American, 2.0, 1.0, Biology, 25.0, 20.0, 30.0, 15.0, 5.0, 5.0, 5.0, 9.0, 5.0, 8.0, 6.0, 8.0, 6.0, 1.0, 5.0, 5.0, 5.0, 5.0, 4.0, 2.0, 10.0, 2.0, 7.0, 10.0, 7.0, 2.0, 8.0, 2.0, 5.0, 1.0"
4179,11.0,male,27.0,European/Caucasian-American,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,7.0,8.0,6.0,8.0,5.0,4.0,7.0,4.0,2.0,4.0,5.0,8.0,1.0,2.0,6.0,2.0,6.0,8.0,7.0,3.0,5.0,9.0,2.0,3.0,"11.0, male, 27.0, European/Caucasian-American, 2.0, 5.0, Sociology, 20.0, 20.0, 20.0, 15.0, 5.0, 20.0, 7.0, 8.0, 6.0, 8.0, 5.0, 4.0, 7.0, 4.0, 2.0, 4.0, 5.0, 8.0, 1.0, 2.0, 6.0, 2.0, 6.0, 8.0, 7.0, 3.0, 5.0, 9.0, 2.0, 3.0"
4200,11.0,male,23.0,Black/African American,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,7.0,9.0,9.0,7.0,10.0,10.0,4.0,10.0,10.0,5.0,4.0,4.0,7.0,8.0,9.0,5.0,7.0,7.0,7.0,5.0,10.0,1.0,5.0,10.0,"11.0, male, 23.0, Black/African American, 1.0, 1.0, Electrical Engineering, 25.0, 15.0, 20.0, 20.0, 10.0, 10.0, 7.0, 9.0, 9.0, 7.0, 10.0, 10.0, 4.0, 10.0, 10.0, 5.0, 4.0, 4.0, 7.0, 8.0, 9.0, 5.0, 7.0, 7.0, 7.0, 5.0, 10.0, 1.0, 5.0, 10.0"
4221,11.0,male,27.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,6.0,6.0,6.0,4.0,8.0,6.0,6.0,8.0,1.0,5.0,3.0,3.0,2.0,7.0,7.0,5.0,1.0,"11.0, male, 27.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Electrical Engg., 50.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 4.0, 6.0, 6.0, 6.0, 4.0, 8.0, 6.0, 6.0, 8.0, 1.0, 5.0, 3.0, 3.0, 2.0, 7.0, 7.0, 5.0, 1.0"
4242,11.0,male,27.0,European/Caucasian-American,1.0,5.0,Business School,25.0,20.0,25.0,20.0,10.0,0.0,7.0,6.0,7.0,8.0,7.0,9.0,7.0,2.0,5.0,7.0,9.0,8.0,1.0,5.0,9.0,5.0,5.0,9.0,8.0,8.0,9.0,5.0,7.0,2.0,"11.0, male, 27.0, European/Caucasian-American, 1.0, 5.0, Business School, 25.0, 20.0, 25.0, 20.0, 10.0, 0.0, 7.0, 6.0, 7.0, 8.0, 7.0, 9.0, 7.0, 2.0, 5.0, 7.0, 9.0, 8.0, 1.0, 5.0, 9.0, 5.0, 5.0, 9.0, 8.0, 8.0, 9.0, 5.0, 7.0, 2.0"
4263,11.0,male,24.0,Other,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,8.0,10.0,10.0,10.0,8.0,5.0,9.0,7.0,6.0,10.0,10.0,9.0,14.0,5.0,9.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,"11.0, male, 24.0, Other, 1.0, 1.0, engineering, 20.0, 20.0, 25.0, 25.0, 5.0, 5.0, 8.0, 10.0, 10.0, 10.0, 8.0, 5.0, 9.0, 7.0, 6.0, 10.0, 10.0, 9.0, 14.0, 5.0, 9.0, 7.0, 3.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 5.0"
4284,11.0,male,22.0,European/Caucasian-American,4.0,7.0,Mathematics,10.0,15.0,25.0,15.0,15.0,20.0,3.0,6.0,6.0,7.0,7.0,7.0,8.0,3.0,4.0,3.0,7.0,9.0,9.0,4.0,8.0,6.0,8.0,7.0,8.0,3.0,6.0,8.0,7.0,3.0,"11.0, male, 22.0, European/Caucasian-American, 4.0, 7.0, Mathematics, 10.0, 15.0, 25.0, 15.0, 15.0, 20.0, 3.0, 6.0, 6.0, 7.0, 7.0, 7.0, 8.0, 3.0, 4.0, 3.0, 7.0, 9.0, 9.0, 4.0, 8.0, 6.0, 8.0, 7.0, 8.0, 3.0, 6.0, 8.0, 7.0, 3.0"
4305,11.0,male,22.0,Asian/Pacific Islander/Asian-American,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,7.0,10.0,5.0,7.0,10.0,2.0,2.0,1.0,5.0,7.0,2.0,9.0,6.0,4.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,"11.0, male, 22.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, International Politics, 35.0, 40.0, 5.0, 5.0, 7.0, 8.0, 7.0, 10.0, 5.0, 7.0, 10.0, 2.0, 2.0, 1.0, 5.0, 7.0, 2.0, 9.0, 6.0, 4.0, 10.0, 8.0, 8.0, 10.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0"
4326,11.0,male,27.0,European/Caucasian-American,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,5.0,8.0,7.0,8.0,7.0,9.0,5.0,5.0,3.0,8.0,5.0,6.0,4.0,4.0,9.0,2.0,6.0,7.0,5.0,2.0,7.0,2.0,5.0,1.0,"11.0, male, 27.0, European/Caucasian-American, 3.0, 5.0, Sociology, 20.0, 20.0, 15.0, 25.0, 10.0, 10.0, 5.0, 8.0, 7.0, 8.0, 7.0, 9.0, 5.0, 5.0, 3.0, 8.0, 5.0, 6.0, 4.0, 4.0, 9.0, 2.0, 6.0, 7.0, 5.0, 2.0, 7.0, 2.0, 5.0, 1.0"
4347,11.0,male,28.0,Asian/Pacific Islander/Asian-American,1.0,2.0,MBA / Master of International Affairs [SIPA],20.0,30.0,10.0,20.0,0.0,20.0,4.0,9.0,10.0,8.0,8.0,10.0,3.0,6.0,1.0,7.0,6.0,10.0,5.0,3.0,10.0,6.0,5.0,7.0,6.0,2.0,8.0,1.0,7.0,2.0,"11.0, male, 28.0, Asian/Pacific Islander/Asian-American, 1.0, 2.0, MBA / Master of International Affairs [SIPA], 20.0, 30.0, 10.0, 20.0, 0.0, 20.0, 4.0, 9.0, 10.0, 8.0, 8.0, 10.0, 3.0, 6.0, 1.0, 7.0, 6.0, 10.0, 5.0, 3.0, 10.0, 6.0, 5.0, 7.0, 6.0, 2.0, 8.0, 1.0, 7.0, 2.0"
4368,11.0,male,34.0,European/Caucasian-American,2.0,6.0,genetics,30.0,10.0,30.0,10.0,5.0,15.0,5.0,4.0,5.0,10.0,9.0,7.0,7.0,1.0,8.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,9.0,2.0,10.0,5.0,5.0,2.0,"11.0, male, 34.0, European/Caucasian-American, 2.0, 6.0, genetics, 30.0, 10.0, 30.0, 10.0, 5.0, 15.0, 5.0, 4.0, 5.0, 10.0, 9.0, 7.0, 7.0, 1.0, 8.0, 7.0, 4.0, 3.0, 2.0, 1.0, 10.0, 1.0, 3.0, 5.0, 9.0, 2.0, 10.0, 5.0, 5.0, 2.0"
4389,11.0,male,27.0,Asian/Pacific Islander/Asian-American,5.0,5.0,medicine and biochemistry,20.0,20.0,15.0,15.0,12.0,18.0,6.0,9.0,7.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,5.0,8.0,5.0,6.0,5.0,"11.0, male, 27.0, Asian/Pacific Islander/Asian-American, 5.0, 5.0, medicine and biochemistry, 20.0, 20.0, 15.0, 15.0, 12.0, 18.0, 6.0, 9.0, 7.0, 9.0, 9.0, 9.0, 7.0, 7.0, 7.0, 7.0, 7.0, 5.0, 6.0, 5.0, 7.0, 5.0, 6.0, 7.0, 5.0, 5.0, 8.0, 5.0, 6.0, 5.0"
4410,11.0,male,28.0,Black/African American,7.0,1.0,International Affairs,20.0,18.0,20.0,17.0,10.0,15.0,8.0,10.0,8.0,10.0,10.0,10.0,7.0,5.0,8.0,8.0,5.0,10.0,7.0,9.0,7.0,4.0,7.0,9.0,5.0,1.0,10.0,1.0,6.0,6.0,"11.0, male, 28.0, Black/African American, 7.0, 1.0, International Affairs, 20.0, 18.0, 20.0, 17.0, 10.0, 15.0, 8.0, 10.0, 8.0, 10.0, 10.0, 10.0, 7.0, 5.0, 8.0, 8.0, 5.0, 10.0, 7.0, 9.0, 7.0, 4.0, 7.0, 9.0, 5.0, 1.0, 10.0, 1.0, 6.0, 6.0"
4431,11.0,male,28.0,Latino/Hispanic American,3.0,7.0,Business [MBA],23.0,18.0,21.0,18.0,10.0,10.0,7.0,10.0,9.0,9.0,9.0,6.0,8.0,9.0,7.0,10.0,7.0,6.0,6.0,8.0,9.0,6.0,9.0,9.0,8.0,6.0,8.0,4.0,6.0,3.0,"11.0, male, 28.0, Latino/Hispanic American, 3.0, 7.0, Business [MBA], 23.0, 18.0, 21.0, 18.0, 10.0, 10.0, 7.0, 10.0, 9.0, 9.0, 9.0, 6.0, 8.0, 9.0, 7.0, 10.0, 7.0, 6.0, 6.0, 8.0, 9.0, 6.0, 9.0, 9.0, 8.0, 6.0, 8.0, 4.0, 6.0, 3.0"
4844,13.0,female,34.0,Asian/Pacific Islander/Asian-American,2.0,1.0,Anthropology,2.0,60.0,15.0,8.0,5.0,10.0,5.0,9.0,8.0,7.0,7.0,8.0,6.0,7.0,7.0,6.0,6.0,9.0,3.0,6.0,7.0,2.0,8.0,8.0,8.0,3.0,8.0,1.0,9.0,2.0,"13.0, female, 34.0, Asian/Pacific Islander/Asian-American, 2.0, 1.0, Anthropology, 2.0, 60.0, 15.0, 8.0, 5.0, 10.0, 5.0, 9.0, 8.0, 7.0, 7.0, 8.0, 6.0, 7.0, 7.0, 6.0, 6.0, 9.0, 3.0, 6.0, 7.0, 2.0, 8.0, 8.0, 8.0, 3.0, 8.0, 1.0, 9.0, 2.0"
4853,13.0,female,25.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Instructional Tech & Media,10.0,20.0,20.0,20.0,10.0,20.0,7.0,9.0,6.0,8.0,3.0,5.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,8.0,2.0,"13.0, female, 25.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Instructional Tech & Media, 10.0, 20.0, 20.0, 20.0, 10.0, 20.0, 7.0, 9.0, 6.0, 8.0, 3.0, 5.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 7.0, 8.0, 9.0, 9.0, 8.0, 8.0, 8.0, 6.0, 8.0, 2.0"
4862,13.0,female,23.0,European/Caucasian-American,8.0,3.0,School Psychology,40.0,10.0,15.0,20.0,10.0,5.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,6.0,10.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,7.0,10.0,7.0,5.0,0.0,"13.0, female, 23.0, European/Caucasian-American, 8.0, 3.0, School Psychology, 40.0, 10.0, 15.0, 20.0, 10.0, 5.0, 9.0, 9.0, 9.0, 9.0, 8.0, 8.0, 8.0, 8.0, 6.0, 10.0, 8.0, 9.0, 6.0, 9.0, 7.0, 8.0, 10.0, 8.0, 10.0, 7.0, 10.0, 7.0, 5.0, 0.0"
4871,13.0,female,30.0,Latino/Hispanic American,2.0,4.0,School Psychology,10.0,20.0,20.0,10.0,10.0,30.0,7.0,9.0,7.0,8.0,8.0,5.0,9.0,7.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,4.0,9.0,6.0,6.0,2.0,"13.0, female, 30.0, Latino/Hispanic American, 2.0, 4.0, School Psychology, 10.0, 20.0, 20.0, 10.0, 10.0, 30.0, 7.0, 9.0, 7.0, 8.0, 8.0, 5.0, 9.0, 7.0, 9.0, 9.0, 9.0, 7.0, 7.0, 7.0, 9.0, 7.0, 9.0, 9.0, 9.0, 4.0, 9.0, 6.0, 6.0, 2.0"
4880,13.0,female,36.0,Black/African American,5.0,5.0,Instructional Media and Technology,15.0,15.0,15.0,20.0,20.0,15.0,8.0,9.0,6.0,9.0,8.0,2.0,8.0,2.0,3.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,8.0,5.0,"13.0, female, 36.0, Black/African American, 5.0, 5.0, Instructional Media and Technology, 15.0, 15.0, 15.0, 20.0, 20.0, 15.0, 8.0, 9.0, 6.0, 9.0, 8.0, 2.0, 8.0, 2.0, 3.0, 8.0, 8.0, 2.0, 2.0, 6.0, 9.0, 6.0, 10.0, 8.0, 10.0, 10.0, 10.0, 8.0, 8.0, 5.0"
4889,13.0,female,29.0,European/Caucasian-American,2.0,7.0,SIPA / MIA,15.0,10.0,20.0,20.0,20.0,15.0,7.0,7.0,9.0,8.0,10.0,1.0,8.0,1.0,5.0,10.0,7.0,7.0,1.0,6.0,10.0,1.0,9.0,8.0,9.0,1.0,9.0,5.0,5.0,0.0,"13.0, female, 29.0, European/Caucasian-American, 2.0, 7.0, SIPA / MIA, 15.0, 10.0, 20.0, 20.0, 20.0, 15.0, 7.0, 7.0, 9.0, 8.0, 10.0, 1.0, 8.0, 1.0, 5.0, 10.0, 7.0, 7.0, 1.0, 6.0, 10.0, 1.0, 9.0, 8.0, 9.0, 1.0, 9.0, 5.0, 5.0, 0.0"
4898,13.0,female,30.0,European/Caucasian-American,1.0,1.0,English Education,22.0,12.0,30.0,25.0,10.0,1.0,7.0,10.0,8.0,10.0,10.0,8.0,10.0,3.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,2.0,"13.0, female, 30.0, European/Caucasian-American, 1.0, 1.0, English Education, 22.0, 12.0, 30.0, 25.0, 10.0, 1.0, 7.0, 10.0, 8.0, 10.0, 10.0, 8.0, 10.0, 3.0, 10.0, 10.0, 10.0, 10.0, 1.0, 5.0, 10.0, 7.0, 10.0, 10.0, 10.0, 5.0, 10.0, 10.0, 6.0, 2.0"
4907,13.0,female,29.0,European/Caucasian-American,1.0,1.0,art education,15.0,22.0,22.0,16.0,15.0,10.0,8.0,9.0,5.0,8.0,8.0,3.0,10.0,2.0,7.0,7.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,2.0,8.0,1.0,4.0,1.0,"13.0, female, 29.0, European/Caucasian-American, 1.0, 1.0, art education, 15.0, 22.0, 22.0, 16.0, 15.0, 10.0, 8.0, 9.0, 5.0, 8.0, 8.0, 3.0, 10.0, 2.0, 7.0, 7.0, 10.0, 3.0, 1.0, 4.0, 10.0, 2.0, 10.0, 7.0, 6.0, 2.0, 8.0, 1.0, 4.0, 1.0"
4916,13.0,female,22.0,Asian/Pacific Islander/Asian-American,3.0,3.0,MA in Quantitative Methods,15.0,25.0,15.0,20.0,10.0,15.0,8.0,10.0,9.0,7.0,9.0,8.0,5.0,7.0,7.0,8.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,5.0,9.0,2.0,7.0,2.0,"13.0, female, 22.0, Asian/Pacific Islander/Asian-American, 3.0, 3.0, MA in Quantitative Methods, 15.0, 25.0, 15.0, 20.0, 10.0, 15.0, 8.0, 10.0, 9.0, 7.0, 9.0, 8.0, 5.0, 7.0, 7.0, 8.0, 5.0, 2.0, 2.0, 9.0, 5.0, 7.0, 2.0, 8.0, 4.0, 5.0, 9.0, 2.0, 7.0, 2.0"
4925,13.0,female,34.0,European/Caucasian-American,1.0,1.0,Early Childhood Education,15.0,15.0,10.0,25.0,10.0,25.0,7.0,9.0,9.0,7.0,4.0,4.0,7.0,7.0,4.0,6.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,4.0,9.0,10.0,4.0,2.0,"13.0, female, 34.0, European/Caucasian-American, 1.0, 1.0, Early Childhood Education, 15.0, 15.0, 10.0, 25.0, 10.0, 25.0, 7.0, 9.0, 9.0, 7.0, 4.0, 4.0, 7.0, 7.0, 4.0, 6.0, 7.0, 10.0, 2.0, 1.0, 9.0, 3.0, 7.0, 7.0, 9.0, 4.0, 9.0, 10.0, 4.0, 2.0"
4934,13.0,male,30.0,Asian/Pacific Islander/Asian-American,1.0,1.0,anthropology,60.0,10.0,10.0,10.0,5.0,5.0,5.0,10.0,6.0,6.0,10.0,7.0,10.0,2.0,8.0,5.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,7.0,9.0,1.0,7.0,3.0,"13.0, male, 30.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, anthropology, 60.0, 10.0, 10.0, 10.0, 5.0, 5.0, 5.0, 10.0, 6.0, 6.0, 10.0, 7.0, 10.0, 2.0, 8.0, 5.0, 10.0, 7.0, 3.0, 7.0, 9.0, 5.0, 8.0, 10.0, 5.0, 7.0, 9.0, 1.0, 7.0, 3.0"
4944,13.0,male,23.0,European/Caucasian-American,5.0,3.0,MBA,50.0,5.0,15.0,20.0,10.0,0.0,7.0,4.0,7.0,9.0,9.0,10.0,3.0,5.0,10.0,7.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,3.0,4.0,6.0,7.0,2.0,"13.0, male, 23.0, European/Caucasian-American, 5.0, 3.0, MBA, 50.0, 5.0, 15.0, 20.0, 10.0, 0.0, 7.0, 4.0, 7.0, 9.0, 9.0, 10.0, 3.0, 5.0, 10.0, 7.0, 1.0, 10.0, 5.0, 3.0, 8.0, 2.0, 4.0, 8.0, 2.0, 3.0, 4.0, 6.0, 7.0, 2.0"
4954,13.0,male,29.0,Asian/Pacific Islander/Asian-American,1.0,1.0,MBA,40.0,10.0,15.0,10.0,10.0,15.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,4.0,9.0,9.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,8.0,5.0,5.0,5.0,1.0,"13.0, male, 29.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, MBA, 40.0, 10.0, 15.0, 10.0, 10.0, 15.0, 8.0, 7.0, 8.0, 8.0, 9.0, 9.0, 8.0, 4.0, 9.0, 9.0, 8.0, 5.0, 6.0, 8.0, 5.0, 5.0, 6.0, 6.0, 3.0, 8.0, 5.0, 5.0, 5.0, 1.0"
4964,13.0,male,24.0,European/Caucasian-American,1.0,8.0,Psychology,20.0,10.0,20.0,20.0,15.0,15.0,8.0,7.0,9.0,8.0,8.0,9.0,7.0,1.0,9.0,4.0,7.0,4.0,1.0,4.0,8.0,6.0,5.0,4.0,3.0,5.0,8.0,7.0,6.0,1.0,"13.0, male, 24.0, European/Caucasian-American, 1.0, 8.0, Psychology, 20.0, 10.0, 20.0, 20.0, 15.0, 15.0, 8.0, 7.0, 9.0, 8.0, 8.0, 9.0, 7.0, 1.0, 9.0, 4.0, 7.0, 4.0, 1.0, 4.0, 8.0, 6.0, 5.0, 4.0, 3.0, 5.0, 8.0, 7.0, 6.0, 1.0"
4974,13.0,male,25.0,Latino/Hispanic American,1.0,5.0,Architecture,20.0,15.0,30.0,10.0,15.0,10.0,5.0,9.0,7.0,7.0,9.0,5.0,8.0,4.0,4.0,5.0,10.0,4.0,1.0,1.0,9.0,4.0,6.0,10.0,10.0,3.0,10.0,4.0,4.0,0.0,"13.0, male, 25.0, Latino/Hispanic American, 1.0, 5.0, Architecture, 20.0, 15.0, 30.0, 10.0, 15.0, 10.0, 5.0, 9.0, 7.0, 7.0, 9.0, 5.0, 8.0, 4.0, 4.0, 5.0, 10.0, 4.0, 1.0, 1.0, 9.0, 4.0, 6.0, 10.0, 10.0, 3.0, 10.0, 4.0, 4.0, 0.0"
4984,13.0,male,28.0,European/Caucasian-American,1.0,1.0,Urban Planning,17.0,17.0,17.0,17.0,16.0,16.0,6.0,6.0,6.0,6.0,6.0,9.0,8.0,9.0,8.0,8.0,7.0,5.0,4.0,6.0,7.0,5.0,7.0,8.0,7.0,4.0,6.0,4.0,5.0,5.0,"13.0, male, 28.0, European/Caucasian-American, 1.0, 1.0, Urban Planning, 17.0, 17.0, 17.0, 17.0, 16.0, 16.0, 6.0, 6.0, 6.0, 6.0, 6.0, 9.0, 8.0, 9.0, 8.0, 8.0, 7.0, 5.0, 4.0, 6.0, 7.0, 5.0, 7.0, 8.0, 7.0, 4.0, 6.0, 4.0, 5.0, 5.0"
4994,13.0,male,27.0,Other,1.0,1.0,Urban Planning,10.0,20.0,25.0,20.0,20.0,5.0,7.0,9.0,7.0,9.0,10.0,4.0,8.0,2.0,7.0,6.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,5.0,7.0,10.0,2.0,4.0,"13.0, male, 27.0, Other, 1.0, 1.0, Urban Planning, 10.0, 20.0, 25.0, 20.0, 20.0, 5.0, 7.0, 9.0, 7.0, 9.0, 10.0, 4.0, 8.0, 2.0, 7.0, 6.0, 8.0, 8.0, 6.0, 6.0, 8.0, 4.0, 10.0, 10.0, 7.0, 5.0, 7.0, 10.0, 2.0, 4.0"
