index,wave,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,museums,tvsports,exercise,dining,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,shopping,music,yoga,expected_happy_with_sd_people,expected_num_matches,id_,field_general,field_broad,level
618,2.0,male,26.0,European/Caucasian-American,2.0,3.0,Finanace,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,10.0,7.0,7.0,5.0,6.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,2.0,6.0,7.0,7.0,4.0,"2.0, male, 26.0, European/Caucasian-American, 2.0, 3.0, Finanace, 20.0, 35.0, 20.0, 10.0, 10.0, 5.0, 7.0, 8.0, 5.0, 7.0, 7.0, 10.0, 7.0, 7.0, 5.0, 6.0, 7.0, 8.0, 3.0, 7.0, 7.0, 4.0, 4.0, 6.0, 5.0, 2.0, 6.0, 7.0, 7.0, 4.0",BA-STEM,STEM,Bachelor
637,2.0,male,30.0,European/Caucasian-American,2.0,2.0,Finance&Economics,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,6.0,7.0,7.0,2.0,8.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,2.0,7.0,1.0,8.0,5.0,"2.0, male, 30.0, European/Caucasian-American, 2.0, 2.0, Finance&Economics, 20.0, 20.0, 25.0, 25.0, 5.0, 5.0, 8.0, 7.0, 9.0, 9.0, 3.0, 6.0, 7.0, 7.0, 2.0, 8.0, 6.0, 3.0, 7.0, 4.0, 7.0, 4.0, 5.0, 8.0, 8.0, 2.0, 7.0, 1.0, 8.0, 5.0",BA-STEM,STEM,Bachelor
656,2.0,male,22.0,European/Caucasian-American,9.0,2.0,Undergrad - GS,30.0,15.0,25.0,25.0,5.0,0.0,7.0,9.0,6.0,7.0,6.0,3.0,7.0,1.0,6.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,6.0,8.0,2.0,6.0,2.0,"2.0, male, 22.0, European/Caucasian-American, 9.0, 2.0, Undergrad - GS, 30.0, 15.0, 25.0, 25.0, 5.0, 0.0, 7.0, 9.0, 6.0, 7.0, 6.0, 3.0, 7.0, 1.0, 6.0, 7.0, 8.0, 1.0, 5.0, 8.0, 4.0, 6.0, 10.0, 10.0, 6.0, 6.0, 8.0, 2.0, 6.0, 2.0",BA-social,Social Sciences,Bachelor
675,2.0,male,25.0,Asian/Pacific Islander/Asian-American,1.0,3.0,Mathematical Finance,20.0,20.0,20.0,20.0,5.0,15.0,7.0,10.0,10.0,10.0,8.0,10.0,6.0,7.0,5.0,7.0,7.0,2.0,8.0,7.0,9.0,5.0,5.0,6.0,5.0,2.0,8.0,7.0,6.0,4.0,"2.0, male, 25.0, Asian/Pacific Islander/Asian-American, 1.0, 3.0, Mathematical Finance, 20.0, 20.0, 20.0, 20.0, 5.0, 15.0, 7.0, 10.0, 10.0, 10.0, 8.0, 10.0, 6.0, 7.0, 5.0, 7.0, 7.0, 2.0, 8.0, 7.0, 9.0, 5.0, 5.0, 6.0, 5.0, 2.0, 8.0, 7.0, 6.0, 4.0",BA-STEM,STEM,Bachelor
694,2.0,male,27.0,Black/African American,4.0,4.0,Law,35.0,10.0,20.0,15.0,10.0,10.0,8.0,9.0,9.0,10.0,8.0,10.0,5.0,10.0,3.0,8.0,3.0,4.0,3.0,10.0,5.0,6.0,8.0,10.0,7.0,6.0,10.0,2.0,5.0,5.0,"2.0, male, 27.0, Black/African American, 4.0, 4.0, Law, 35.0, 10.0, 20.0, 15.0, 10.0, 10.0, 8.0, 9.0, 9.0, 10.0, 8.0, 10.0, 5.0, 10.0, 3.0, 8.0, 3.0, 4.0, 3.0, 10.0, 5.0, 6.0, 8.0, 10.0, 7.0, 6.0, 10.0, 2.0, 5.0, 5.0",BA-social,Social Sciences,Bachelor
713,2.0,male,23.0,European/Caucasian-American,5.0,10.0,Law,25.0,10.0,35.0,15.0,0.0,15.0,6.0,8.0,2.0,10.0,2.0,6.0,4.0,6.0,7.0,3.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,"2.0, male, 23.0, European/Caucasian-American, 5.0, 10.0, Law, 25.0, 10.0, 35.0, 15.0, 0.0, 15.0, 6.0, 8.0, 2.0, 10.0, 2.0, 6.0, 4.0, 6.0, 7.0, 3.0, 3.0, 6.0, 5.0, 4.0, 5.0, 7.0, 1.0, 6.0, 1.0, 2.0, 2.0, 1.0, 3.0, 1.0",BA-social,Social Sciences,Bachelor
732,2.0,male,21.0,European/Caucasian-American,10.0,9.0,Law,15.0,20.0,15.0,30.0,5.0,15.0,5.0,8.0,6.0,8.0,7.0,8.0,3.0,5.0,3.0,6.0,4.0,3.0,3.0,3.0,3.0,7.0,4.0,6.0,3.0,4.0,5.0,2.0,5.0,2.0,"2.0, male, 21.0, European/Caucasian-American, 10.0, 9.0, Law, 15.0, 20.0, 15.0, 30.0, 5.0, 15.0, 5.0, 8.0, 6.0, 8.0, 7.0, 8.0, 3.0, 5.0, 3.0, 6.0, 4.0, 3.0, 3.0, 3.0, 3.0, 7.0, 4.0, 6.0, 3.0, 4.0, 5.0, 2.0, 5.0, 2.0",BA-social,Social Sciences,Bachelor
751,2.0,male,28.0,European/Caucasian-American,2.0,2.0,Medicine,40.0,15.0,20.0,10.0,5.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,4.0,3.0,10.0,8.0,8.0,4.0,4.0,9.0,5.0,7.0,9.0,9.0,7.0,9.0,3.0,6.0,8.0,"2.0, male, 28.0, European/Caucasian-American, 2.0, 2.0, Medicine, 40.0, 15.0, 20.0, 10.0, 5.0, 10.0, 8.0, 9.0, 8.0, 8.0, 8.0, 8.0, 9.0, 4.0, 3.0, 10.0, 8.0, 8.0, 4.0, 4.0, 9.0, 5.0, 7.0, 9.0, 9.0, 7.0, 9.0, 3.0, 6.0, 8.0",BA-STEM,STEM,Bachelor
770,2.0,male,28.0,European/Caucasian-American,1.0,1.0,MBA,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,5.0,7.0,2.0,2.0,8.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,1.0,9.0,3.0,7.0,2.0,"2.0, male, 28.0, European/Caucasian-American, 1.0, 1.0, MBA, 40.0, 20.0, 20.0, 20.0, 0.0, 0.0, 8.0, 9.0, 8.0, 8.0, 8.0, 5.0, 7.0, 2.0, 2.0, 8.0, 8.0, 8.0, 1.0, 3.0, 7.0, 1.0, 8.0, 6.0, 9.0, 1.0, 9.0, 3.0, 7.0, 2.0",MA-social,Social Sciences,Master
789,2.0,male,23.0,Black/African American,1.0,1.0,LAW,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,10.0,5.0,8.0,4.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,5.0,10.0,1.0,7.0,2.0,"2.0, male, 23.0, Black/African American, 1.0, 1.0, LAW, 20.0, 25.0, 25.0, 10.0, 10.0, 10.0, 6.0, 10.0, 10.0, 9.0, 10.0, 10.0, 5.0, 8.0, 4.0, 5.0, 4.0, 1.0, 6.0, 10.0, 9.0, 7.0, 5.0, 10.0, 7.0, 5.0, 10.0, 1.0, 7.0, 2.0",BA-social,Social Sciences,Bachelor
808,3.0,female,23.0,European/Caucasian-American,10.0,9.0,social work,17.0,18.0,18.0,15.0,17.0,15.0,10.0,10.0,9.0,8.0,5.0,2.0,5.0,1.0,10.0,10.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,10.0,9.0,4.0,3.0,3.0,"3.0, female, 23.0, European/Caucasian-American, 10.0, 9.0, social work, 17.0, 18.0, 18.0, 15.0, 17.0, 15.0, 10.0, 10.0, 9.0, 8.0, 5.0, 2.0, 5.0, 1.0, 10.0, 10.0, 5.0, 2.0, 1.0, 7.0, 6.0, 8.0, 8.0, 7.0, 6.0, 10.0, 9.0, 4.0, 3.0, 3.0",BA-social,Social Sciences,Bachelor
818,3.0,female,22.0,European/Caucasian-American,10.0,10.0,Social Work,10.0,20.0,20.0,20.0,15.0,15.0,6.0,10.0,10.0,9.0,10.0,4.0,9.0,4.0,5.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,"3.0, female, 22.0, European/Caucasian-American, 10.0, 10.0, Social Work, 10.0, 20.0, 20.0, 20.0, 15.0, 15.0, 6.0, 10.0, 10.0, 9.0, 10.0, 4.0, 9.0, 4.0, 5.0, 9.0, 9.0, 9.0, 1.0, 5.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 3.0",BA-social,Social Sciences,Bachelor
848,3.0,female,29.0,Other,3.0,10.0,psychology,5.0,20.0,25.0,15.0,15.0,20.0,7.0,9.0,9.0,9.0,9.0,3.0,5.0,1.0,9.0,9.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,5.0,9.0,5.0,4.0,2.0,"3.0, female, 29.0, Other, 3.0, 10.0, psychology, 5.0, 20.0, 25.0, 15.0, 15.0, 20.0, 7.0, 9.0, 9.0, 9.0, 9.0, 3.0, 5.0, 1.0, 9.0, 9.0, 5.0, 3.0, 1.0, 5.0, 5.0, 2.0, 10.0, 7.0, 6.0, 5.0, 9.0, 5.0, 4.0, 2.0",BA-social,Social Sciences,Bachelor
858,3.0,female,28.0,European/Caucasian-American,1.0,5.0,German Literature,15.0,15.0,20.0,15.0,15.0,20.0,7.0,10.0,7.0,10.0,7.0,1.0,10.0,1.0,5.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,8.0,10.0,7.0,5.0,1.0,"3.0, female, 28.0, European/Caucasian-American, 1.0, 5.0, German Literature, 15.0, 15.0, 20.0, 15.0, 15.0, 20.0, 7.0, 10.0, 7.0, 10.0, 7.0, 1.0, 10.0, 1.0, 5.0, 10.0, 10.0, 5.0, 1.0, 5.0, 10.0, 6.0, 10.0, 10.0, 8.0, 8.0, 10.0, 7.0, 5.0, 1.0",BA-social,Social Sciences,Bachelor
868,3.0,female,26.0,Latino/Hispanic American,1.0,1.0,law,30.0,10.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,6.0,5.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,5.0,"3.0, female, 26.0, Latino/Hispanic American, 1.0, 1.0, law, 30.0, 10.0, 20.0, 20.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 6.0, 5.0, 7.0, 8.0, 6.0, 7.0, 7.0, 7.0, 7.0, 3.0, 2.0, 9.0, 7.0, 9.0, 9.0, 2.0, 5.0, 5.0",BA-social,Social Sciences,Bachelor
878,3.0,female,24.0,Asian/Pacific Islander/Asian-American,1.0,3.0,Law,5.0,15.0,45.0,25.0,0.0,10.0,6.0,8.0,9.0,8.0,7.0,5.0,9.0,3.0,8.0,6.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,6.0,5.0,2.0,6.0,-1.0,"3.0, female, 24.0, Asian/Pacific Islander/Asian-American, 1.0, 3.0, Law, 5.0, 15.0, 45.0, 25.0, 0.0, 10.0, 6.0, 8.0, 9.0, 8.0, 7.0, 5.0, 9.0, 3.0, 8.0, 6.0, 8.0, 5.0, 1.0, 2.0, 10.0, 1.0, 8.0, 9.0, 4.0, 6.0, 5.0, 2.0, 6.0, -1.0",BA-social,Social Sciences,Bachelor
888,3.0,female,27.0,Asian/Pacific Islander/Asian-American,6.0,3.0,Social Work,10.0,25.0,25.0,10.0,10.0,20.0,8.0,8.0,6.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,8.0,9.0,5.0,3.0,4.0,"3.0, female, 27.0, Asian/Pacific Islander/Asian-American, 6.0, 3.0, Social Work, 10.0, 25.0, 25.0, 10.0, 10.0, 20.0, 8.0, 8.0, 6.0, 9.0, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 5.0, 3.0, 8.0, 7.0, 8.0, 8.0, 9.0, 8.0, 9.0, 5.0, 3.0, 4.0",BA-social,Social Sciences,Bachelor
898,3.0,female,23.0,Other,6.0,3.0,Social Work,17.0,17.0,17.0,17.0,17.0,15.0,7.0,9.0,9.0,8.0,9.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,6.0,7.0,0.0,"3.0, female, 23.0, Other, 6.0, 3.0, Social Work, 17.0, 17.0, 17.0, 17.0, 17.0, 15.0, 7.0, 9.0, 9.0, 8.0, 9.0, 7.0, 8.0, 5.0, 7.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 6.0, 7.0, 0.0",BA-social,Social Sciences,Bachelor
908,3.0,male,29.0,Latino/Hispanic American,1.0,1.0,Business & International Affairs,20.0,25.0,15.0,15.0,53.0,20.0,6.0,7.0,7.0,8.0,8.0,4.0,4.0,2.0,3.0,6.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,4.0,6.0,2.0,5.0,3.0,"3.0, male, 29.0, Latino/Hispanic American, 1.0, 1.0, Business & International Affairs, 20.0, 25.0, 15.0, 15.0, 53.0, 20.0, 6.0, 7.0, 7.0, 8.0, 8.0, 4.0, 4.0, 2.0, 3.0, 6.0, 3.0, 3.0, 6.0, 4.0, 8.0, 6.0, 4.0, 8.0, 4.0, 4.0, 6.0, 2.0, 5.0, 3.0",BA-social,Social Sciences,Bachelor
918,3.0,male,22.0,Other,1.0,1.0,Law,20.0,15.0,20.0,20.0,5.0,10.0,5.0,7.0,6.0,7.0,7.0,9.0,6.0,9.0,6.0,7.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,2.0,9.0,1.0,5.0,3.0,"3.0, male, 22.0, Other, 1.0, 1.0, Law, 20.0, 15.0, 20.0, 20.0, 5.0, 10.0, 5.0, 7.0, 6.0, 7.0, 7.0, 9.0, 6.0, 9.0, 6.0, 7.0, 6.0, 4.0, 4.0, 4.0, 6.0, 6.0, 3.0, 9.0, 9.0, 2.0, 9.0, 1.0, 5.0, 3.0",BA-social,Social Sciences,Bachelor
928,3.0,male,27.0,Black/African American,1.0,1.0,MFA Creative Writing,21.0,17.0,22.0,20.0,8.0,13.0,6.0,8.0,7.0,8.0,8.0,3.0,8.0,2.0,2.0,7.0,8.0,3.0,3.0,7.0,10.0,7.0,5.0,9.0,7.0,7.0,7.0,1.0,5.0,-1.0,"3.0, male, 27.0, Black/African American, 1.0, 1.0, MFA Creative Writing, 21.0, 17.0, 22.0, 20.0, 8.0, 13.0, 6.0, 8.0, 7.0, 8.0, 8.0, 3.0, 8.0, 2.0, 2.0, 7.0, 8.0, 3.0, 3.0, 7.0, 10.0, 7.0, 5.0, 9.0, 7.0, 7.0, 7.0, 1.0, 5.0, -1.0",MA-social,Social Sciences,Master
938,3.0,male,28.0,European/Caucasian-American,2.0,2.0,MBA,50.0,10.0,30.0,10.0,0.0,0.0,5.0,9.0,5.0,8.0,8.0,10.0,3.0,7.0,5.0,5.0,2.0,1.0,3.0,9.0,8.0,2.0,4.0,7.0,6.0,2.0,7.0,1.0,3.0,1.0,"3.0, male, 28.0, European/Caucasian-American, 2.0, 2.0, MBA, 50.0, 10.0, 30.0, 10.0, 0.0, 0.0, 5.0, 9.0, 5.0, 8.0, 8.0, 10.0, 3.0, 7.0, 5.0, 5.0, 2.0, 1.0, 3.0, 9.0, 8.0, 2.0, 4.0, 7.0, 6.0, 2.0, 7.0, 1.0, 3.0, 1.0",MA-social,Social Sciences,Master
948,3.0,male,26.0,European/Caucasian-American,5.0,1.0,MBA,25.0,10.0,20.0,20.0,15.0,10.0,8.0,6.0,8.0,9.0,6.0,9.0,7.0,4.0,9.0,5.0,5.0,7.0,5.0,5.0,8.0,3.0,7.0,8.0,5.0,5.0,8.0,6.0,3.0,0.0,"3.0, male, 26.0, European/Caucasian-American, 5.0, 1.0, MBA, 25.0, 10.0, 20.0, 20.0, 15.0, 10.0, 8.0, 6.0, 8.0, 9.0, 6.0, 9.0, 7.0, 4.0, 9.0, 5.0, 5.0, 7.0, 5.0, 5.0, 8.0, 3.0, 7.0, 8.0, 5.0, 5.0, 8.0, 6.0, 3.0, 0.0",MA-social,Social Sciences,Master
958,3.0,male,21.0,European/Caucasian-American,6.0,7.0,Law,60.0,15.0,0.0,15.0,0.0,10.0,6.0,8.0,8.0,10.0,10.0,9.0,3.0,10.0,6.0,4.0,3.0,7.0,6.0,7.0,7.0,8.0,3.0,10.0,6.0,2.0,8.0,1.0,9.0,2.0,"3.0, male, 21.0, European/Caucasian-American, 6.0, 7.0, Law, 60.0, 15.0, 0.0, 15.0, 0.0, 10.0, 6.0, 8.0, 8.0, 10.0, 10.0, 9.0, 3.0, 10.0, 6.0, 4.0, 3.0, 7.0, 6.0, 7.0, 7.0, 8.0, 3.0, 10.0, 6.0, 2.0, 8.0, 1.0, 9.0, 2.0",BA-social,Social Sciences,Bachelor
968,3.0,male,22.0,European/Caucasian-American,8.0,1.0,Engineering,21.0,20.0,19.0,20.0,10.0,10.0,7.0,9.0,8.0,8.0,8.0,8.0,6.0,3.0,7.0,10.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,1.0,"3.0, male, 22.0, European/Caucasian-American, 8.0, 1.0, Engineering, 21.0, 20.0, 19.0, 20.0, 10.0, 10.0, 7.0, 9.0, 8.0, 8.0, 8.0, 8.0, 6.0, 3.0, 7.0, 10.0, 6.0, 7.0, 2.0, 9.0, 5.0, 6.0, 7.0, 7.0, 6.0, 8.0, 8.0, 4.0, 7.0, 1.0",BA-STEM,STEM,Bachelor
978,3.0,male,22.0,European/Caucasian-American,7.0,3.0,MBA,30.0,10.0,20.0,30.0,0.0,10.0,7.0,7.0,8.0,7.0,8.0,9.0,5.0,9.0,7.0,6.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,4.0,6.0,1.0,2.0,0.0,"3.0, male, 22.0, European/Caucasian-American, 7.0, 3.0, MBA, 30.0, 10.0, 20.0, 30.0, 0.0, 10.0, 7.0, 7.0, 8.0, 7.0, 8.0, 9.0, 5.0, 9.0, 7.0, 6.0, 4.0, 4.0, 6.0, 6.0, 5.0, 5.0, 5.0, 7.0, 7.0, 4.0, 6.0, 1.0, 2.0, 0.0",MA-social,Social Sciences,Master
988,3.0,male,25.0,European/Caucasian-American,3.0,1.0,Electrical Engineering,30.0,0.0,30.0,30.0,10.0,0.0,7.0,9.0,9.0,8.0,7.0,8.0,10.0,3.0,5.0,9.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,3.0,8.0,5.0,9.0,-1.0,"3.0, male, 25.0, European/Caucasian-American, 3.0, 1.0, Electrical Engineering, 30.0, 0.0, 30.0, 30.0, 10.0, 0.0, 7.0, 9.0, 9.0, 8.0, 7.0, 8.0, 10.0, 3.0, 5.0, 9.0, 10.0, 9.0, 6.0, 8.0, 10.0, 2.0, 9.0, 10.0, 8.0, 3.0, 8.0, 5.0, 9.0, -1.0",BA-STEM,STEM,Bachelor
998,3.0,male,24.0,Other,3.0,3.0,law,20.0,20.0,20.0,20.0,10.0,10.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,2.0,8.0,7.0,7.0,7.0,5.0,9.0,8.0,8.0,5.0,7.0,6.0,5.0,8.0,5.0,5.0,5.0,"3.0, male, 24.0, Other, 3.0, 3.0, law, 20.0, 20.0, 20.0, 20.0, 10.0, 10.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 7.0, 2.0, 8.0, 7.0, 7.0, 7.0, 5.0, 9.0, 8.0, 8.0, 5.0, 7.0, 6.0, 5.0, 8.0, 5.0, 5.0, 5.0",BA-social,Social Sciences,Bachelor
1008,4.0,female,34.0,European/Caucasian-American,5.0,7.0,Classics,10.0,10.0,30.0,20.0,10.0,20.0,6.0,6.0,6.0,8.0,4.0,1.0,8.0,7.0,6.0,8.0,8.0,5.0,1.0,7.0,7.0,4.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,4.0,"4.0, female, 34.0, European/Caucasian-American, 5.0, 7.0, Classics, 10.0, 10.0, 30.0, 20.0, 10.0, 20.0, 6.0, 6.0, 6.0, 8.0, 4.0, 1.0, 8.0, 7.0, 6.0, 8.0, 8.0, 5.0, 1.0, 7.0, 7.0, 4.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 6.0, 4.0",BA-social,Social Sciences,Bachelor
1026,4.0,female,22.0,European/Caucasian-American,2.0,2.0,Social Work,15.0,20.0,20.0,20.0,15.0,10.0,6.0,8.0,8.0,8.0,8.0,7.0,9.0,1.0,10.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,7.0,10.0,9.0,6.0,-1.0,"4.0, female, 22.0, European/Caucasian-American, 2.0, 2.0, Social Work, 15.0, 20.0, 20.0, 20.0, 15.0, 10.0, 6.0, 8.0, 8.0, 8.0, 8.0, 7.0, 9.0, 1.0, 10.0, 9.0, 9.0, 8.0, 3.0, 6.0, 6.0, 6.0, 8.0, 8.0, 10.0, 7.0, 10.0, 9.0, 6.0, -1.0",BA-social,Social Sciences,Bachelor
1044,4.0,female,23.0,Latino/Hispanic American,1.0,4.0,Social Work,10.0,25.0,20.0,10.0,20.0,15.0,3.0,10.0,3.0,8.0,8.0,5.0,9.0,1.0,7.0,7.0,5.0,9.0,1.0,3.0,9.0,3.0,9.0,9.0,9.0,5.0,7.0,10.0,7.0,1.0,"4.0, female, 23.0, Latino/Hispanic American, 1.0, 4.0, Social Work, 10.0, 25.0, 20.0, 10.0, 20.0, 15.0, 3.0, 10.0, 3.0, 8.0, 8.0, 5.0, 9.0, 1.0, 7.0, 7.0, 5.0, 9.0, 1.0, 3.0, 9.0, 3.0, 9.0, 9.0, 9.0, 5.0, 7.0, 10.0, 7.0, 1.0",BA-social,Social Sciences,Bachelor
1062,4.0,female,26.0,Asian/Pacific Islander/Asian-American,8.0,8.0,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7.0,9.0,8.0,7.0,7.0,2.0,10.0,3.0,2.0,10.0,10.0,2.0,1.0,7.0,4.0,4.0,9.0,9.0,8.0,3.0,8.0,3.0,5.0,2.0,"4.0, female, 26.0, Asian/Pacific Islander/Asian-American, 8.0, 8.0, Operations Research [SEAS], 10.0, 20.0, 15.0, 20.0, 20.0, 15.0, 7.0, 9.0, 8.0, 7.0, 7.0, 2.0, 10.0, 3.0, 2.0, 10.0, 10.0, 2.0, 1.0, 7.0, 4.0, 4.0, 9.0, 9.0, 8.0, 3.0, 8.0, 3.0, 5.0, 2.0",Research,STEM,PhD
1080,4.0,female,27.0,Asian/Pacific Islander/Asian-American,3.0,1.0,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,3.0,7.0,5.0,4.0,3.0,1.0,5.0,10.0,9.0,7.0,7.0,7.0,9.0,7.0,2.0,7.0,4.0,"4.0, female, 27.0, Asian/Pacific Islander/Asian-American, 3.0, 1.0, chemistry, 10.0, 20.0, 20.0, 10.0, 20.0, 20.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 5.0, 3.0, 7.0, 5.0, 4.0, 3.0, 1.0, 5.0, 10.0, 9.0, 7.0, 7.0, 7.0, 9.0, 7.0, 2.0, 7.0, 4.0",BA-STEM,STEM,Bachelor
1098,4.0,female,28.0,European/Caucasian-American,6.0,9.0,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8.0,7.0,8.0,7.0,7.0,6.0,9.0,2.0,7.0,9.0,7.0,7.0,1.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,7.0,4.0,5.0,2.0,"4.0, female, 28.0, European/Caucasian-American, 6.0, 9.0, Journalism, 10.0, 10.0, 20.0, 20.0, 20.0, 20.0, 8.0, 7.0, 8.0, 7.0, 7.0, 6.0, 9.0, 2.0, 7.0, 9.0, 7.0, 7.0, 1.0, 7.0, 7.0, 7.0, 9.0, 9.0, 7.0, 7.0, 7.0, 4.0, 5.0, 2.0",BA-social,Social Sciences,Bachelor
1116,4.0,female,25.0,Other,2.0,7.0,Elementary/Childhood Education [MA],20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,5.0,9.0,5.0,5.0,8.0,10.0,9.0,1.0,7.0,8.0,6.0,8.0,8.0,8.0,6.0,9.0,7.0,7.0,5.0,"4.0, female, 25.0, Other, 2.0, 7.0, Elementary/Childhood Education [MA], 20.0, 20.0, 20.0, 20.0, 10.0, 10.0, 8.0, 9.0, 8.0, 8.0, 7.0, 5.0, 9.0, 5.0, 5.0, 8.0, 10.0, 9.0, 1.0, 7.0, 8.0, 6.0, 8.0, 8.0, 8.0, 6.0, 9.0, 7.0, 7.0, 5.0",MA-social,Social Sciences,Master
1134,4.0,female,35.0,Latino/Hispanic American,1.0,5.0,Economics,10.0,32.0,20.0,12.0,11.0,15.0,5.0,9.0,9.0,5.0,5.0,5.0,7.0,1.0,3.0,5.0,8.0,3.0,1.0,6.0,8.0,3.0,7.0,8.0,7.0,4.0,8.0,7.0,6.0,0.0,"4.0, female, 35.0, Latino/Hispanic American, 1.0, 5.0, Economics, 10.0, 32.0, 20.0, 12.0, 11.0, 15.0, 5.0, 9.0, 9.0, 5.0, 5.0, 5.0, 7.0, 1.0, 3.0, 5.0, 8.0, 3.0, 1.0, 6.0, 8.0, 3.0, 7.0, 8.0, 7.0, 4.0, 8.0, 7.0, 6.0, 0.0",BA-STEM,STEM,Bachelor
1152,4.0,female,32.0,Latino/Hispanic American,1.0,1.0,microbiology,30.0,30.0,30.0,5.0,0.0,5.0,7.0,9.0,7.0,8.0,5.0,7.0,9.0,1.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,5.0,9.0,5.0,7.0,2.0,"4.0, female, 32.0, Latino/Hispanic American, 1.0, 1.0, microbiology, 30.0, 30.0, 30.0, 5.0, 0.0, 5.0, 7.0, 9.0, 7.0, 8.0, 5.0, 7.0, 9.0, 1.0, 9.0, 9.0, 9.0, 3.0, 1.0, 9.0, 9.0, 1.0, 9.0, 10.0, 9.0, 5.0, 9.0, 5.0, 7.0, 2.0",BA-STEM,STEM,Bachelor
1170,4.0,female,30.0,European/Caucasian-American,3.0,5.0,Masters of Social Work,20.0,25.0,15.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,9.0,2.0,8.0,3.0,4.0,9.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,5.0,8.0,3.0,4.0,3.0,"4.0, female, 30.0, European/Caucasian-American, 3.0, 5.0, Masters of Social Work, 20.0, 25.0, 15.0, 15.0, 15.0, 10.0, 7.0, 9.0, 9.0, 8.0, 9.0, 2.0, 8.0, 3.0, 4.0, 9.0, 6.0, 8.0, 4.0, 7.0, 8.0, 4.0, 6.0, 7.0, 5.0, 5.0, 8.0, 3.0, 4.0, 3.0",MA-social,Social Sciences,Master
